"","id","pop"
"1069","HG02080","KHV"
"1070","HG02081","KHV"
"1071","HG02082","KHV"
"1072","HG02083","KHV"
"1073","HG02084","KHV"
"1074","HG02085","KHV"
"1075","HG02086","KHV"
"1076","HG02087","KHV"
"1077","HG02088","KHV"
"1078","HG02089","PEL"
"1079","HG02090","PEL"
"1080","HG02091","PEL"
"1081","HG02095","ACB"
"1082","HG02102","PEL"
"1083","HG02104","PEL"
"1084","HG02105","PEL"
"1085","HG02106","PEL"
"1086","HG02107","ACB"
"1087","HG02108","ACB"
"1088","HG02111","ACB"
"1089","HG02113","KHV"
"1090","HG02116","KHV"
"1091","HG02120","KHV"
"1092","HG02121","KHV"
"1093","HG02122","KHV"
"1094","HG02126","KHV"
"1095","HG02127","KHV"
"1096","HG02128","KHV"
"1097","HG02129","KHV"
"1098","HG02130","KHV"
"1099","HG02131","KHV"
"1100","HG02132","KHV"
"1101","HG02133","KHV"
"1102","HG02134","KHV"
"1103","HG02135","KHV"
"1104","HG02136","KHV"
"1105","HG02137","KHV"
"1106","HG02138","KHV"
"1107","HG02139","KHV"
"1108","HG02140","KHV"
"1109","HG02141","KHV"
"1110","HG02142","KHV"
"1111","HG02143","ACB"
"1112","HG02144","ACB"
"1113","HG02145","ACB"
"1114","HG02146","PEL"
"1115","HG02147","PEL"
"1116","HG02148","PEL"
"1117","HG02150","PEL"
"1118","HG02151","CDX"
"1119","HG02152","CDX"
"1120","HG02153","CDX"
"1121","HG02154","CDX"
"1122","HG02155","CDX"
"1123","HG02156","CDX"
"1124","HG02164","CDX"
"1125","HG02165","CDX"
"1126","HG02166","CDX"
"1127","HG02168","CDX"
"1128","HG02169","CDX"
"1129","HG02170","CDX"
"1130","HG02173","CDX"
"1131","HG02176","CDX"
"1132","HG02178","CDX"
"1133","HG02179","CDX"
"1134","HG02180","CDX"
"1135","HG02181","CDX"
"1136","HG02182","CDX"
"1137","HG02184","CDX"
"1138","HG02185","CDX"
"1139","HG02186","CDX"
"1140","HG02187","CDX"
"1141","HG02188","CDX"
"1142","HG02189","CDX"
"1143","HG02190","CDX"
"1144","HG02215","GBR"
"1145","HG02217","IBS"
"1146","HG02218","IBS"
"1147","HG02219","IBS"
"1148","HG02220","IBS"
"1149","HG02221","IBS"
"1150","HG02222","IBS"
"1151","HG02223","IBS"
"1152","HG02224","IBS"
"1153","HG02225","IBS"
"1154","HG02229","IBS"
"1155","HG02230","IBS"
"1156","HG02231","IBS"
"1157","HG02232","IBS"
"1158","HG02233","IBS"
"1159","HG02234","IBS"
"1160","HG02235","IBS"
"1161","HG02236","IBS"
"1162","HG02237","IBS"
"1163","HG02238","IBS"
"1164","HG02239","IBS"
"1165","HG02240","IBS"
"1166","HG02250","CDX"
"1167","HG02252","PEL"
"1168","HG02253","PEL"
"1169","HG02254","PEL"
"1170","HG02255","ACB"
"1171","HG02256","ACB"
"1172","HG02257","ACB"
"1173","HG02258","ACB"
"1174","HG02259","PEL"
"1175","HG02260","PEL"
"1176","HG02261","PEL"
"1177","HG02262","PEL"
"1178","HG02265","PEL"
"1179","HG02266","PEL"
"1180","HG02267","PEL"
"1181","HG02271","PEL"
"1182","HG02272","PEL"
"1183","HG02273","PEL"
"1184","HG02274","PEL"
"1185","HG02275","PEL"
"1186","HG02276","PEL"
"1187","HG02277","PEL"
"1188","HG02278","PEL"
"1189","HG02279","PEL"
"1190","HG02280","ACB"
"1191","HG02281","ACB"
"1192","HG02282","ACB"
"1193","HG02283","ACB"
"1194","HG02284","ACB"
"1195","HG02285","PEL"
"1196","HG02286","PEL"
"1197","HG02287","PEL"
"1198","HG02288","PEL"
"1199","HG02291","PEL"
"1200","HG02292","PEL"
"1201","HG02293","PEL"
"1202","HG02298","PEL"
"1203","HG02299","PEL"
"1204","HG02300","PEL"
"1205","HG02301","PEL"
"1206","HG02302","PEL"
"1207","HG02303","PEL"
"1208","HG02304","PEL"
"1209","HG02307","ACB"
"1210","HG02308","ACB"
"1211","HG02309","ACB"
"1212","HG02312","PEL"
"1213","HG02314","ACB"
"1214","HG02315","ACB"
"1215","HG02316","ACB"
"1216","HG02317","ACB"
"1217","HG02318","ACB"
"1218","HG02321","ACB"
"1219","HG02322","ACB"
"1220","HG02323","ACB"
"1221","HG02325","ACB"
"1222","HG02330","ACB"
"1223","HG02332","ACB"
"1224","HG02334","ACB"
"1225","HG02337","ACB"
"1226","HG02339","ACB"
"1227","HG02343","ACB"
"1228","HG02344","PEL"
"1229","HG02345","PEL"
"1230","HG02347","PEL"
"1231","HG02348","PEL"
"1232","HG02351","CDX"
"1233","HG02353","CDX"
"1234","HG02355","CDX"
"1235","HG02356","CDX"
"1236","HG02358","CDX"
"1237","HG02360","CDX"
"1238","HG02363","CDX"
"1239","HG02364","CDX"
"1240","HG02367","CDX"
"1241","HG02371","CDX"
"1242","HG02372","CDX"
"1243","HG02373","CDX"
"1244","HG02374","CDX"
"1245","HG02375","CDX"
"1246","HG02377","CDX"
"1247","HG02379","CDX"
"1248","HG02380","CDX"
"1249","HG02381","CDX"
"1250","HG02382","CDX"
"1251","HG02383","CDX"
"1252","HG02384","CDX"
"1253","HG02385","CDX"
"1254","HG02386","CDX"
"1255","HG02387","CDX"
"1256","HG02388","CDX"
"1257","HG02389","CDX"
"1258","HG02390","CDX"
"1259","HG02391","CDX"
"1260","HG02392","CDX"
"1261","HG02394","CDX"
"1262","HG02395","CDX"
"1263","HG02396","CDX"
"1264","HG02397","CDX"
"1265","HG02398","CDX"
"1266","HG02399","CDX"
"1267","HG02401","CDX"
"1268","HG02402","CDX"
"1269","HG02405","CDX"
"1270","HG02406","CDX"
"1271","HG02407","CDX"
"1272","HG02408","CDX"
"1273","HG02409","CDX"
"1274","HG02410","CDX"
"1275","HG02415","PEL"
"1276","HG02419","ACB"
"1277","HG02420","ACB"
"1278","HG02425","PEL"
"1279","HG02427","ACB"
"1280","HG02428","ACB"
"1281","HG02429","ACB"
"1282","HG02433","ACB"
"1283","HG02436","ACB"
"1284","HG02439","ACB"
"1285","HG02442","ACB"
"1286","HG02445","ACB"
"1287","HG02449","ACB"
"1288","HG02450","ACB"
"1289","HG02451","ACB"
"1290","HG02455","ACB"
"1291","HG02461","GWD"
"1292","HG02462","GWD"
"1293","HG02463","GWD"
"1294","HG02464","GWD"
"1295","HG02465","GWD"
"1296","HG02466","GWD"
"1297","HG02470","ACB"
"1298","HG02471","ACB"
"1299","HG02476","ACB"
"1300","HG02477","ACB"
"1301","HG02478","ACB"
"1302","HG02479","ACB"
"1303","HG02480","ACB"
"1304","HG02481","ACB"
"1305","HG02484","ACB"
"1306","HG02485","ACB"
"1307","HG02486","ACB"
"1308","HG02489","ACB"
"1309","HG02490","PJL"
"1310","HG02491","PJL"
"1311","HG02492","PJL"
"1312","HG02493","PJL"
"1313","HG02494","PJL"
"1314","HG02495","PJL"
"1315","HG02496","ACB"
"1316","HG02497","ACB"
"1317","HG02501","ACB"
"1318","HG02502","ACB"
"1319","HG02505","ACB"
"1320","HG02508","ACB"
"1321","HG02511","ACB"
"1322","HG02512","KHV"
"1323","HG02513","KHV"
"1324","HG02514","KHV"
"1325","HG02521","KHV"
"1326","HG02522","KHV"
"1327","HG02523","KHV"
"1328","HG02524","KHV"
"1329","HG02525","KHV"
"1330","HG02526","KHV"
"1331","HG02536","ACB"
"1332","HG02537","ACB"
"1333","HG02541","ACB"
"1334","HG02545","ACB"
"1335","HG02546","ACB"
"1336","HG02547","ACB"
"1337","HG02549","ACB"
"1338","HG02554","ACB"
"1339","HG02555","ACB"
"1340","HG02557","ACB"
"1341","HG02558","ACB"
"1342","HG02559","ACB"
"1343","HG02561","GWD"
"1344","HG02562","GWD"
"1345","HG02563","GWD"
"1346","HG02567","GWD"
"1347","HG02568","GWD"
"1348","HG02569","GWD"
"1349","HG02570","GWD"
"1350","HG02571","GWD"
"1351","HG02572","GWD"
"1352","HG02573","GWD"
"1353","HG02574","GWD"
"1354","HG02575","GWD"
"1355","HG02577","ACB"
"1356","HG02580","ACB"
"1357","HG02582","GWD"
"1358","HG02583","GWD"
"1359","HG02584","GWD"
"1360","HG02585","GWD"
"1361","HG02586","GWD"
"1362","HG02587","GWD"
"1363","HG02588","GWD"
"1364","HG02589","GWD"
"1365","HG02590","GWD"
"1366","HG02594","GWD"
"1367","HG02595","GWD"
"1368","HG02596","GWD"
"1369","HG02597","PJL"
"1370","HG02599","PJL"
"1371","HG02600","PJL"
"1372","HG02601","PJL"
"1373","HG02602","PJL"
"1374","HG02603","PJL"
"1375","HG02604","PJL"
"1376","HG02605","PJL"
"1377","HG02610","GWD"
"1378","HG02611","GWD"
"1379","HG02612","GWD"
"1380","HG02613","GWD"
"1381","HG02614","GWD"
"1382","HG02615","GWD"
"1383","HG02620","GWD"
"1384","HG02621","GWD"
"1385","HG02622","GWD"
"1386","HG02623","GWD"
"1387","HG02624","GWD"
"1388","HG02625","GWD"
"1389","HG02628","GWD"
"1390","HG02629","GWD"
"1391","HG02630","GWD"
"1392","HG02634","GWD"
"1393","HG02635","GWD"
"1394","HG02636","GWD"
"1395","HG02642","GWD"
"1396","HG02643","GWD"
"1397","HG02644","GWD"
"1398","HG02645","GWD"
"1399","HG02646","GWD"
"1400","HG02647","GWD"
"1401","HG02648","PJL"
"1402","HG02649","PJL"
"1403","HG02650","PJL"
"1404","HG02651","PJL"
"1405","HG02652","PJL"
"1406","HG02653","PJL"
"1407","HG02654","PJL"
"1408","HG02655","PJL"
"1409","HG02656","PJL"
"1410","HG02657","PJL"
"1411","HG02658","PJL"
"1412","HG02659","PJL"
"1413","HG02660","PJL"
"1414","HG02661","PJL"
"1415","HG02662","PJL"
"1416","HG02666","GWD"
"1417","HG02667","GWD"
"1418","HG02668","GWD"
"1419","HG02675","GWD"
"1420","HG02676","GWD"
"1421","HG02677","GWD"
"1422","HG02678","GWD"
"1423","HG02679","GWD"
"1424","HG02680","GWD"
"1425","HG02681","PJL"
"1426","HG02682","PJL"
"1427","HG02683","PJL"
"1428","HG02684","PJL"
"1429","HG02685","PJL"
"1430","HG02686","PJL"
"1431","HG02687","PJL"
"1432","HG02688","PJL"
"1433","HG02689","PJL"
"1434","HG02690","PJL"
"1435","HG02691","PJL"
"1436","HG02692","PJL"
"1437","HG02694","PJL"
"1438","HG02696","PJL"
"1439","HG02697","PJL"
"1440","HG02698","PJL"
"1441","HG02699","PJL"
"1442","HG02700","PJL"
"1443","HG02701","PJL"
"1444","HG02702","GWD"
"1445","HG02703","GWD"
"1446","HG02704","GWD"
"1447","HG02715","GWD"
"1448","HG02716","GWD"
"1449","HG02717","GWD"
"1450","HG02721","GWD"
"1451","HG02722","GWD"
"1452","HG02723","GWD"
"1453","HG02724","PJL"
"1454","HG02725","PJL"
"1455","HG02726","PJL"
"1456","HG02727","PJL"
"1457","HG02728","PJL"
"1458","HG02729","PJL"
"1459","HG02731","PJL"
"1460","HG02733","PJL"
"1461","HG02734","PJL"
"1462","HG02735","PJL"
"1463","HG02736","PJL"
"1464","HG02737","PJL"
"1465","HG02738","PJL"
"1466","HG02756","GWD"
"1467","HG02757","GWD"
"1468","HG02758","GWD"
"1469","HG02759","GWD"
"1470","HG02760","GWD"
"1471","HG02761","GWD"
"1472","HG02762","GWD"
"1473","HG02763","GWD"
"1474","HG02764","GWD"
"1475","HG02768","GWD"
"1476","HG02769","GWD"
"1477","HG02770","GWD"
"1478","HG02771","GWD"
"1479","HG02772","GWD"
"1480","HG02773","GWD"
"1481","HG02774","PJL"
"1482","HG02775","PJL"
"1483","HG02776","PJL"
"1484","HG02778","PJL"
"1485","HG02779","PJL"
"1486","HG02780","PJL"
"1487","HG02781","PJL"
"1488","HG02783","PJL"
"1489","HG02784","PJL"
"1490","HG02785","PJL"
"1491","HG02786","PJL"
"1492","HG02787","PJL"
"1493","HG02788","PJL"
"1494","HG02789","PJL"
"1495","HG02790","PJL"
"1496","HG02791","PJL"
"1497","HG02792","PJL"
"1498","HG02793","PJL"
"1499","HG02794","PJL"
"1500","HG02798","GWD"
"1501","HG02799","GWD"
"1502","HG02800","GWD"
"1503","HG02804","GWD"
"1504","HG02805","GWD"
"1505","HG02806","GWD"
"1506","HG02807","GWD"
"1507","HG02808","GWD"
"1508","HG02809","GWD"
"1509","HG02810","GWD"
"1510","HG02811","GWD"
"1511","HG02812","GWD"
"1512","HG02813","GWD"
"1513","HG02814","GWD"
"1514","HG02815","GWD"
"1515","HG02816","GWD"
"1516","HG02817","GWD"
"1517","HG02818","GWD"
"1518","HG02819","GWD"
"1519","HG02820","GWD"
"1520","HG02821","GWD"
"1521","HG02836","GWD"
"1522","HG02837","GWD"
"1523","HG02838","GWD"
"1524","HG02839","GWD"
"1525","HG02840","GWD"
"1526","HG02841","GWD"
"1527","HG02851","GWD"
"1528","HG02852","GWD"
"1529","HG02853","GWD"
"1530","HG02854","GWD"
"1531","HG02855","GWD"
"1532","HG02856","GWD"
"1533","HG02860","GWD"
"1534","HG02861","GWD"
"1535","HG02862","GWD"
"1536","HG02869","GWD"
"1537","HG02870","GWD"
"1538","HG02871","GWD"
"1539","HG02878","GWD"
"1540","HG02879","GWD"
"1541","HG02880","GWD"
"1542","HG02881","GWD"
"1543","HG02882","GWD"
"1544","HG02883","GWD"
"1545","HG02884","GWD"
"1546","HG02885","GWD"
"1547","HG02886","GWD"
"1548","HG02887","GWD"
"1549","HG02888","GWD"
"1550","HG02889","GWD"
"1551","HG02890","GWD"
"1552","HG02891","GWD"
"1553","HG02892","GWD"
"1554","HG02895","GWD"
"1555","HG02896","GWD"
"1556","HG02897","GWD"
"1557","HG02922","ESN"
"1558","HG02923","ESN"
"1559","HG02924","ESN"
"1560","HG02938","ESN"
"1561","HG02939","ESN"
"1562","HG02941","ESN"
"1563","HG02942","ESN"
"1564","HG02943","ESN"
"1565","HG02944","ESN"
"1566","HG02945","ESN"
"1567","HG02946","ESN"
"1568","HG02947","ESN"
"1569","HG02948","ESN"
"1570","HG02952","ESN"
"1571","HG02953","ESN"
"1572","HG02954","ESN"
"1573","HG02964","ESN"
"1574","HG02965","ESN"
"1575","HG02966","ESN"
"1576","HG02968","ESN"
"1577","HG02969","ESN"
"1578","HG02970","ESN"
"1579","HG02971","ESN"
"1580","HG02972","ESN"
"1581","HG02973","ESN"
"1582","HG02974","ESN"
"1583","HG02975","ESN"
"1584","HG02976","ESN"
"1585","HG02977","ESN"
"1586","HG02978","ESN"
"1587","HG02979","ESN"
"1588","HG02980","ESN"
"1589","HG02981","ESN"
"1590","HG02982","GWD"
"1591","HG02983","GWD"
"1592","HG02984","GWD"
"1593","HG03006","BEB"
"1594","HG03007","BEB"
"1595","HG03008","BEB"
"1596","HG03009","BEB"
"1597","HG03012","BEB"
"1598","HG03015","PJL"
"1599","HG03016","PJL"
"1600","HG03017","PJL"
"1601","HG03018","PJL"
"1602","HG03019","PJL"
"1603","HG03021","PJL"
"1604","HG03022","PJL"
"1605","HG03023","PJL"
"1606","HG03024","GWD"
"1607","HG03025","GWD"
"1608","HG03026","GWD"
"1609","HG03027","GWD"
"1610","HG03028","GWD"
"1611","HG03029","GWD"
"1612","HG03033","GWD"
"1613","HG03034","GWD"
"1614","HG03035","GWD"
"1615","HG03039","GWD"
"1616","HG03040","GWD"
"1617","HG03041","GWD"
"1618","HG03045","GWD"
"1619","HG03046","GWD"
"1620","HG03047","GWD"
"1621","HG03048","GWD"
"1622","HG03049","GWD"
"1623","HG03050","GWD"
"1624","HG03052","MSL"
"1625","HG03053","MSL"
"1626","HG03054","MSL"
"1627","HG03055","MSL"
"1628","HG03056","MSL"
"1629","HG03057","MSL"
"1630","HG03058","MSL"
"1631","HG03059","MSL"
"1632","HG03060","MSL"
"1633","HG03061","MSL"
"1634","HG03062","MSL"
"1635","HG03063","MSL"
"1636","HG03064","MSL"
"1637","HG03065","MSL"
"1638","HG03066","MSL"
"1639","HG03069","MSL"
"1640","HG03072","MSL"
"1641","HG03073","MSL"
"1642","HG03074","MSL"
"1643","HG03076","MSL"
"1644","HG03077","MSL"
"1645","HG03078","MSL"
"1646","HG03079","MSL"
"1647","HG03080","MSL"
"1648","HG03081","MSL"
"1649","HG03082","MSL"
"1650","HG03084","MSL"
"1651","HG03085","MSL"
"1652","HG03086","MSL"
"1653","HG03088","MSL"
"1654","HG03091","MSL"
"1655","HG03095","MSL"
"1656","HG03096","MSL"
"1657","HG03097","MSL"
"1658","HG03098","MSL"
"1659","HG03099","ESN"
"1660","HG03100","ESN"
"1661","HG03101","ESN"
"1662","HG03103","ESN"
"1663","HG03104","ESN"
"1664","HG03105","ESN"
"1665","HG03107","ESN"
"1666","HG03108","ESN"
"1667","HG03109","ESN"
"1668","HG03110","ESN"
"1669","HG03111","ESN"
"1670","HG03112","ESN"
"1671","HG03113","ESN"
"1672","HG03114","ESN"
"1673","HG03115","ESN"
"1674","HG03116","ESN"
"1675","HG03117","ESN"
"1676","HG03118","ESN"
"1677","HG03119","ESN"
"1678","HG03120","ESN"
"1679","HG03121","ESN"
"1680","HG03122","ESN"
"1681","HG03123","ESN"
"1682","HG03124","ESN"
"1683","HG03125","ESN"
"1684","HG03126","ESN"
"1685","HG03127","ESN"
"1686","HG03128","ESN"
"1687","HG03129","ESN"
"1688","HG03130","ESN"
"1689","HG03131","ESN"
"1690","HG03132","ESN"
"1691","HG03133","ESN"
"1692","HG03134","ESN"
"1693","HG03135","ESN"
"1694","HG03136","ESN"
"1695","HG03137","ESN"
"1696","HG03139","ESN"
"1697","HG03140","ESN"
"1698","HG03157","ESN"
"1699","HG03158","ESN"
"1700","HG03159","ESN"
"1701","HG03160","ESN"
"1702","HG03161","ESN"
"1703","HG03162","ESN"
"1704","HG03163","ESN"
"1705","HG03164","ESN"
"1706","HG03166","ESN"
"1707","HG03167","ESN"
"1708","HG03168","ESN"
"1709","HG03169","ESN"
"1710","HG03170","ESN"
"1711","HG03171","ESN"
"1712","HG03172","ESN"
"1713","HG03173","ESN"
"1714","HG03175","ESN"
"1715","HG03176","ESN"
"1716","HG03189","ESN"
"1717","HG03190","ESN"
"1718","HG03191","ESN"
"1719","HG03193","ESN"
"1720","HG03194","ESN"
"1721","HG03195","ESN"
"1722","HG03196","ESN"
"1723","HG03197","ESN"
"1724","HG03198","ESN"
"1725","HG03199","ESN"
"1726","HG03200","ESN"
"1727","HG03202","ESN"
"1728","HG03203","ESN"
"1729","HG03209","MSL"
"1730","HG03212","MSL"
"1731","HG03224","MSL"
"1732","HG03225","MSL"
"1733","HG03228","PJL"
"1734","HG03229","PJL"
"1735","HG03230","PJL"
"1736","HG03234","PJL"
"1737","HG03235","PJL"
"1738","HG03236","PJL"
"1739","HG03237","PJL"
"1740","HG03238","PJL"
"1741","HG03239","PJL"
"1742","HG03240","GWD"
"1743","HG03241","GWD"
"1744","HG03242","GWD"
"1745","HG03246","GWD"
"1746","HG03247","GWD"
"1747","HG03248","GWD"
"1748","HG03249","GWD"
"1749","HG03250","GWD"
"1750","HG03251","GWD"
"1751","HG03258","GWD"
"1752","HG03259","GWD"
"1753","HG03260","GWD"
"1754","HG03265","ESN"
"1755","HG03266","ESN"
"1756","HG03267","ESN"
"1757","HG03268","ESN"
"1758","HG03269","ESN"
"1759","HG03270","ESN"
"1760","HG03271","ESN"
"1761","HG03272","ESN"
"1762","HG03279","ESN"
"1763","HG03280","ESN"
"1764","HG03291","ESN"
"1765","HG03293","ESN"
"1766","HG03294","ESN"
"1767","HG03295","ESN"
"1768","HG03296","ESN"
"1769","HG03297","ESN"
"1770","HG03298","ESN"
"1771","HG03299","ESN"
"1772","HG03300","ESN"
"1773","HG03301","ESN"
"1774","HG03302","ESN"
"1775","HG03303","ESN"
"1776","HG03304","ESN"
"1777","HG03305","ESN"
"1778","HG03306","ESN"
"1779","HG03307","ESN"
"1780","HG03308","ESN"
"1781","HG03309","ESN"
"1782","HG03310","ESN"
"1783","HG03311","ESN"
"1784","HG03312","ESN"
"1785","HG03313","ESN"
"1786","HG03314","ESN"
"1787","HG03339","ESN"
"1788","HG03341","ESN"
"1789","HG03342","ESN"
"1790","HG03343","ESN"
"1791","HG03344","ESN"
"1792","HG03350","ESN"
"1793","HG03351","ESN"
"1794","HG03352","ESN"
"1795","HG03354","ESN"
"1796","HG03361","ESN"
"1797","HG03362","ESN"
"1798","HG03363","ESN"
"1799","HG03365","ESN"
"1800","HG03366","ESN"
"1801","HG03367","ESN"
"1802","HG03368","ESN"
"1803","HG03369","ESN"
"1804","HG03370","ESN"
"1805","HG03371","ESN"
"1806","HG03372","ESN"
"1807","HG03373","ESN"
"1808","HG03374","ESN"
"1809","HG03376","MSL"
"1810","HG03378","MSL"
"1811","HG03380","MSL"
"1812","HG03381","MSL"
"1813","HG03382","MSL"
"1814","HG03383","MSL"
"1815","HG03384","MSL"
"1816","HG03385","MSL"
"1817","HG03388","MSL"
"1818","HG03390","MSL"
"1819","HG03391","MSL"
"1820","HG03393","MSL"
"1821","HG03394","MSL"
"1822","HG03397","MSL"
"1823","HG03398","MSL"
"1824","HG03399","MSL"
"1825","HG03401","MSL"
"1826","HG03402","MSL"
"1827","HG03408","MSL"
"1828","HG03410","MSL"
"1829","HG03411","MSL"
"1830","HG03419","MSL"
"1831","HG03428","MSL"
"1832","HG03431","MSL"
"1833","HG03432","MSL"
"1834","HG03433","MSL"
"1835","HG03436","MSL"
"1836","HG03437","MSL"
"1837","HG03438","MSL"
"1838","HG03439","MSL"
"1839","HG03442","MSL"
"1840","HG03445","MSL"
"1841","HG03446","MSL"
"1842","HG03449","MSL"
"1843","HG03450","MSL"
"1844","HG03451","MSL"
"1845","HG03452","MSL"
"1846","HG03453","MSL"
"1847","HG03454","MSL"
"1848","HG03455","MSL"
"1849","HG03456","MSL"
"1850","HG03457","MSL"
"1851","HG03458","MSL"
"1852","HG03459","MSL"
"1853","HG03460","MSL"
"1854","HG03461","MSL"
"1855","HG03462","MSL"
"1856","HG03464","MSL"
"1857","HG03465","MSL"
"1858","HG03466","MSL"
"1859","HG03468","MSL"
"1860","HG03469","MSL"
"1861","HG03470","MSL"
"1862","HG03471","MSL"
"1863","HG03472","MSL"
"1864","HG03473","MSL"
"1865","HG03474","MSL"
"1866","HG03476","MSL"
"1867","HG03477","MSL"
"1868","HG03478","MSL"
"1869","HG03479","MSL"
"1870","HG03480","MSL"
"1871","HG03484","MSL"
"1872","HG03485","MSL"
"1873","HG03486","MSL"
"1874","HG03487","PJL"
"1875","HG03488","PJL"
"1876","HG03489","PJL"
"1877","HG03490","PJL"
"1878","HG03491","PJL"
"1879","HG03492","PJL"
"1880","HG03493","ESN"
"1881","HG03499","ESN"
"1882","HG03508","ESN"
"1883","HG03510","ESN"
"1884","HG03511","ESN"
"1885","HG03513","ESN"
"1886","HG03514","ESN"
"1887","HG03515","ESN"
"1888","HG03516","ESN"
"1889","HG03517","ESN"
"1890","HG03518","ESN"
"1891","HG03519","ESN"
"1892","HG03520","ESN"
"1893","HG03521","ESN"
"1894","HG03522","ESN"
"1895","HG03538","GWD"
"1896","HG03539","GWD"
"1897","HG03540","GWD"
"1898","HG03547","MSL"
"1899","HG03548","MSL"
"1900","HG03549","MSL"
"1901","HG03556","MSL"
"1902","HG03557","MSL"
"1903","HG03558","MSL"
"1904","HG03559","MSL"
"1905","HG03563","MSL"
"1906","HG03564","MSL"
"1907","HG03565","MSL"
"1908","HG03566","MSL"
"1909","HG03567","MSL"
"1910","HG03569","MSL"
"1911","HG03571","MSL"
"1912","HG03572","MSL"
"1913","HG03574","MSL"
"1914","HG03575","MSL"
"1915","HG03576","MSL"
"1916","HG03577","MSL"
"1917","HG03578","MSL"
"1918","HG03579","MSL"
"1919","HG03582","MSL"
"1920","HG03583","MSL"
"1921","HG03584","MSL"
"1922","HG03585","BEB"
"1923","HG03587","BEB"
"1924","HG03589","BEB"
"1925","HG03590","BEB"
"1926","HG03593","BEB"
"1927","HG03594","BEB"
"1928","HG03595","BEB"
"1929","HG03596","BEB"
"1930","HG03598","BEB"
"1931","HG03599","BEB"
"1932","HG03600","BEB"
"1933","HG03602","BEB"
"1934","HG03603","BEB"
"1935","HG03604","BEB"
"1936","HG03605","BEB"
"1937","HG03606","BEB"
"1938","HG03607","BEB"
"1939","HG03611","BEB"
"1940","HG03615","BEB"
"1941","HG03616","BEB"
"1942","HG03617","BEB"
"1943","HG03618","PJL"
"1944","HG03619","PJL"
"1945","HG03620","PJL"
"1946","HG03621","PJL"
"1947","HG03624","PJL"
"1948","HG03625","PJL"
"1949","HG03626","PJL"
"1950","HG03629","PJL"
"1951","HG03631","PJL"
"1952","HG03633","PJL"
"1953","HG03634","PJL"
"1954","HG03635","PJL"
"1955","HG03636","PJL"
"1956","HG03638","PJL"
"1957","HG03639","PJL"
"1958","HG03640","PJL"
"1959","HG03641","PJL"
"1960","HG03642","STU"
"1961","HG03643","STU"
"1962","HG03644","STU"
"1963","HG03645","STU"
"1964","HG03646","STU"
"1965","HG03649","PJL"
"1966","HG03650","PJL"
"1967","HG03651","PJL"
"1968","HG03652","PJL"
"1969","HG03653","PJL"
"1970","HG03654","PJL"
"1971","HG03656","PJL"
"1972","HG03657","PJL"
"1973","HG03660","PJL"
"1974","HG03663","PJL"
"1975","HG03667","PJL"
"1976","HG03668","PJL"
"1977","HG03669","PJL"
"1978","HG03672","STU"
"1979","HG03673","STU"
"1980","HG03679","STU"
"1981","HG03680","STU"
"1982","HG03681","STU"
"1983","HG03682","STU"
"1984","HG03683","STU"
"1985","HG03684","STU"
"1986","HG03685","STU"
"1987","HG03686","STU"
"1988","HG03687","STU"
"1989","HG03688","STU"
"1990","HG03689","STU"
"1991","HG03690","STU"
"1992","HG03691","STU"
"1993","HG03692","STU"
"1994","HG03693","STU"
"1995","HG03694","STU"
"1996","HG03695","STU"
"1997","HG03696","STU"
"1998","HG03697","STU"
"1999","HG03698","STU"
"2000","HG03699","PJL"
"2001","HG03700","PJL"
"2002","HG03701","PJL"
"2003","HG03702","PJL"
"2004","HG03703","PJL"
"2005","HG03704","PJL"
"2006","HG03705","PJL"
"2007","HG03706","PJL"
"2008","HG03707","PJL"
"2009","HG03708","PJL"
"2010","HG03709","PJL"
"2011","HG03710","PJL"
"2012","HG03711","STU"
"2013","HG03713","ITU"
"2014","HG03714","ITU"
"2015","HG03715","ITU"
"2016","HG03716","ITU"
"2017","HG03717","ITU"
"2018","HG03718","ITU"
"2019","HG03719","ITU"
"2020","HG03720","ITU"
"2021","HG03721","ITU"
"2022","HG03722","ITU"
"2023","HG03723","ITU"
"2024","HG03725","ITU"
"2025","HG03727","ITU"
"2026","HG03729","ITU"
"2027","HG03730","ITU"
"2028","HG03731","ITU"
"2029","HG03732","ITU"
"2030","HG03733","STU"
"2031","HG03736","STU"
"2032","HG03738","STU"
"2033","HG03740","STU"
"2034","HG03741","STU"
"2035","HG03742","ITU"
"2036","HG03743","STU"
"2037","HG03744","STU"
"2038","HG03745","STU"
"2039","HG03746","STU"
"2040","HG03750","STU"
"2041","HG03752","STU"
"2042","HG03753","STU"
"2043","HG03754","STU"
"2044","HG03755","STU"
"2045","HG03756","STU"
"2046","HG03757","STU"
"2047","HG03760","STU"
"2048","HG03761","PJL"
"2049","HG03762","PJL"
"2050","HG03763","PJL"
"2051","HG03765","PJL"
"2052","HG03766","PJL"
"2053","HG03767","PJL"
"2054","HG03769","PJL"
"2055","HG03770","ITU"
"2056","HG03771","ITU"
"2057","HG03772","ITU"
"2058","HG03773","ITU"
"2059","HG03774","ITU"
"2060","HG03775","ITU"
"2061","HG03777","ITU"
"2062","HG03778","ITU"
"2063","HG03779","ITU"
"2064","HG03780","ITU"
"2065","HG03781","ITU"
"2066","HG03782","ITU"
"2067","HG03783","ITU"
"2068","HG03784","ITU"
"2069","HG03785","ITU"
"2070","HG03786","ITU"
