"","id","pop"
"2071","HG03787","ITU"
"2072","HG03788","ITU"
"2073","HG03789","ITU"
"2074","HG03790","ITU"
"2075","HG03792","ITU"
"2076","HG03793","BEB"
"2077","HG03794","BEB"
"2078","HG03795","BEB"
"2079","HG03796","BEB"
"2080","HG03797","BEB"
"2081","HG03798","BEB"
"2082","HG03799","BEB"
"2083","HG03800","BEB"
"2084","HG03801","BEB"
"2085","HG03802","BEB"
"2086","HG03803","BEB"
"2087","HG03804","BEB"
"2088","HG03805","BEB"
"2089","HG03806","BEB"
"2090","HG03807","BEB"
"2091","HG03808","BEB"
"2092","HG03809","BEB"
"2093","HG03811","BEB"
"2094","HG03812","BEB"
"2095","HG03813","BEB"
"2096","HG03814","BEB"
"2097","HG03815","BEB"
"2098","HG03816","BEB"
"2099","HG03817","BEB"
"2100","HG03821","BEB"
"2101","HG03822","BEB"
"2102","HG03823","BEB"
"2103","HG03824","BEB"
"2104","HG03825","BEB"
"2105","HG03826","BEB"
"2106","HG03829","BEB"
"2107","HG03830","BEB"
"2108","HG03831","BEB"
"2109","HG03832","BEB"
"2110","HG03833","BEB"
"2111","HG03834","BEB"
"2112","HG03835","STU"
"2113","HG03836","STU"
"2114","HG03837","STU"
"2115","HG03838","STU"
"2116","HG03840","STU"
"2117","HG03842","STU"
"2118","HG03844","STU"
"2119","HG03845","STU"
"2120","HG03846","STU"
"2121","HG03847","STU"
"2122","HG03848","STU"
"2123","HG03849","STU"
"2124","HG03850","STU"
"2125","HG03851","STU"
"2126","HG03854","STU"
"2127","HG03856","STU"
"2128","HG03857","STU"
"2129","HG03858","STU"
"2130","HG03861","ITU"
"2131","HG03862","ITU"
"2132","HG03863","ITU"
"2133","HG03864","ITU"
"2134","HG03866","ITU"
"2135","HG03867","ITU"
"2136","HG03868","ITU"
"2137","HG03869","ITU"
"2138","HG03870","ITU"
"2139","HG03871","ITU"
"2140","HG03872","ITU"
"2141","HG03873","ITU"
"2142","HG03874","ITU"
"2143","HG03875","ITU"
"2144","HG03876","ITU"
"2145","HG03879","ITU"
"2146","HG03882","ITU"
"2147","HG03884","STU"
"2148","HG03885","STU"
"2149","HG03886","STU"
"2150","HG03887","STU"
"2151","HG03888","STU"
"2152","HG03890","STU"
"2153","HG03894","STU"
"2154","HG03895","STU"
"2155","HG03896","STU"
"2156","HG03897","STU"
"2157","HG03898","STU"
"2158","HG03899","STU"
"2159","HG03900","STU"
"2160","HG03901","BEB"
"2161","HG03902","BEB"
"2162","HG03903","BEB"
"2163","HG03904","BEB"
"2164","HG03905","BEB"
"2165","HG03906","BEB"
"2166","HG03907","BEB"
"2167","HG03908","BEB"
"2168","HG03909","BEB"
"2169","HG03910","BEB"
"2170","HG03911","BEB"
"2171","HG03913","BEB"
"2172","HG03914","BEB"
"2173","HG03915","BEB"
"2174","HG03916","BEB"
"2175","HG03917","BEB"
"2176","HG03919","BEB"
"2177","HG03920","BEB"
"2178","HG03922","BEB"
"2179","HG03924","BEB"
"2180","HG03925","BEB"
"2181","HG03926","BEB"
"2182","HG03927","BEB"
"2183","HG03928","BEB"
"2184","HG03929","BEB"
"2185","HG03930","BEB"
"2186","HG03931","BEB"
"2187","HG03934","BEB"
"2188","HG03937","BEB"
"2189","HG03939","BEB"
"2190","HG03940","BEB"
"2191","HG03941","BEB"
"2192","HG03942","BEB"
"2193","HG03943","STU"
"2194","HG03944","STU"
"2195","HG03945","STU"
"2196","HG03947","STU"
"2197","HG03948","STU"
"2198","HG03949","STU"
"2199","HG03950","STU"
"2200","HG03951","STU"
"2201","HG03953","STU"
"2202","HG03955","STU"
"2203","HG03960","ITU"
"2204","HG03963","ITU"
"2205","HG03965","ITU"
"2206","HG03967","ITU"
"2207","HG03968","ITU"
"2208","HG03969","ITU"
"2209","HG03971","ITU"
"2210","HG03972","ITU"
"2211","HG03973","ITU"
"2212","HG03974","ITU"
"2213","HG03976","ITU"
"2214","HG03977","ITU"
"2215","HG03978","ITU"
"2216","HG03982","STU"
"2217","HG03985","STU"
"2218","HG03986","STU"
"2219","HG03988","STU"
"2220","HG03989","STU"
"2221","HG03990","STU"
"2222","HG03991","STU"
"2223","HG03992","STU"
"2224","HG03995","STU"
"2225","HG03998","STU"
"2226","HG03999","STU"
"2227","HG04001","ITU"
"2228","HG04002","ITU"
"2229","HG04003","STU"
"2230","HG04006","STU"
"2231","HG04014","ITU"
"2232","HG04015","ITU"
"2233","HG04017","ITU"
"2234","HG04018","ITU"
"2235","HG04019","ITU"
"2236","HG04020","ITU"
"2237","HG04022","ITU"
"2238","HG04023","ITU"
"2239","HG04024","ITU"
"2240","HG04025","ITU"
"2241","HG04026","ITU"
"2242","HG04029","STU"
"2243","HG04033","STU"
"2244","HG04035","STU"
"2245","HG04036","STU"
"2246","HG04037","STU"
"2247","HG04038","STU"
"2248","HG04039","STU"
"2249","HG04040","STU"
"2250","HG04042","STU"
"2251","HG04047","STU"
"2252","HG04050","ITU"
"2253","HG04053","ITU"
"2254","HG04054","ITU"
"2255","HG04055","ITU"
"2256","HG04056","ITU"
"2257","HG04058","ITU"
"2258","HG04059","ITU"
"2259","HG04060","ITU"
"2260","HG04061","ITU"
"2261","HG04062","ITU"
"2262","HG04063","ITU"
"2263","HG04067","STU"
"2264","HG04070","ITU"
"2265","HG04075","STU"
"2266","HG04076","ITU"
"2267","HG04080","ITU"
"2268","HG04090","ITU"
"2269","HG04093","ITU"
"2270","HG04094","ITU"
"2271","HG04096","ITU"
"2272","HG04098","ITU"
"2273","HG04099","STU"
"2274","HG04100","STU"
"2275","HG04106","STU"
"2276","HG04107","STU"
"2277","HG04114","STU"
"2278","HG04115","STU"
"2279","HG04118","ITU"
"2280","HG04122","STU"
"2281","HG04127","STU"
"2282","HG04128","BEB"
"2283","HG04131","BEB"
"2284","HG04132","BEB"
"2285","HG04133","BEB"
"2286","HG04134","BEB"
"2287","HG04135","BEB"
"2288","HG04136","BEB"
"2289","HG04140","BEB"
"2290","HG04141","BEB"
"2291","HG04142","BEB"
"2292","HG04144","BEB"
"2293","HG04146","BEB"
"2294","HG04147","BEB"
"2295","HG04148","BEB"
"2296","HG04149","BEB"
"2297","HG04150","BEB"
"2298","HG04151","BEB"
"2299","HG04152","BEB"
"2300","HG04153","BEB"
"2301","HG04155","BEB"
"2302","HG04156","BEB"
"2303","HG04157","BEB"
"2304","HG04158","BEB"
"2305","HG04159","BEB"
"2306","HG04160","BEB"
"2307","HG04161","BEB"
"2308","HG04162","BEB"
"2309","HG04164","BEB"
"2310","HG04171","BEB"
"2311","HG04173","BEB"
"2312","HG04174","BEB"
"2313","HG04175","BEB"
"2314","HG04176","BEB"
"2315","HG04177","BEB"
"2316","HG04180","BEB"
"2317","HG04181","BEB"
"2318","HG04182","BEB"
"2319","HG04183","BEB"
"2320","HG04184","BEB"
"2321","HG04185","BEB"
"2322","HG04186","BEB"
"2323","HG04187","BEB"
"2324","HG04188","BEB"
"2325","HG04189","BEB"
"2326","HG04191","BEB"
"2327","HG04192","BEB"
"2328","HG04193","BEB"
"2329","HG04194","BEB"
"2330","HG04195","BEB"
"2331","HG04197","STU"
"2332","HG04198","ITU"
"2333","HG04199","STU"
"2334","HG04200","ITU"
"2335","HG04202","ITU"
"2336","HG04204","STU"
"2337","HG04206","ITU"
"2338","HG04208","STU"
"2339","HG04209","ITU"
"2340","HG04210","STU"
"2341","HG04211","ITU"
"2342","HG04212","ITU"
"2343","HG04214","ITU"
"2344","HG04215","STU"
"2345","HG04216","ITU"
"2346","HG04217","ITU"
"2347","HG04219","ITU"
"2348","HG04222","ITU"
"2349","HG04225","ITU"
"2350","HG04227","STU"
"2351","HG04228","STU"
"2352","HG04229","STU"
"2353","HG04235","ITU"
"2354","HG04238","ITU"
"2355","HG04239","ITU"
"2356","HG04301","GBR"
"2357","HG04302","GBR"
"2358","HG04303","GBR"
"2359","NA06984","CEU"
"2360","NA06985","CEU"
"2361","NA06986","CEU"
"2362","NA06989","CEU"
"2363","NA06991","CEU"
"2364","NA06993","CEU"
"2365","NA06994","CEU"
"2366","NA06995","CEU"
"2367","NA06997","CEU"
"2368","NA07000","CEU"
"2369","NA07014","CEU"
"2370","NA07019","CEU"
"2371","NA07022","CEU"
"2372","NA07029","CEU"
"2373","NA07031","CEU"
"2374","NA07034","CEU"
"2375","NA07037","CEU"
"2376","NA07045","CEU"
"2377","NA07048","CEU"
"2378","NA07051","CEU"
"2379","NA07055","CEU"
"2380","NA07056","CEU"
"2381","NA07340","CEU"
"2382","NA07345","CEU"
"2383","NA07346","CEU"
"2384","NA07347","CEU"
"2385","NA07348","CEU"
"2386","NA07349","CEU"
"2387","NA07357","CEU"
"2388","NA07435","CEU"
"2389","NA10830","CEU"
"2390","NA10831","CEU"
"2391","NA10835","CEU"
"2392","NA10836","CEU"
"2393","NA10837","CEU"
"2394","NA10838","CEU"
"2395","NA10839","CEU"
"2396","NA10840","CEU"
"2397","NA10842","CEU"
"2398","NA10843","CEU"
"2399","NA10845","CEU"
"2400","NA10846","CEU"
"2401","NA10847","CEU"
"2402","NA10850","CEU"
"2403","NA10851","CEU"
"2404","NA10852","CEU"
"2405","NA10853","CEU"
"2406","NA10854","CEU"
"2407","NA10855","CEU"
"2408","NA10856","CEU"
"2409","NA10857","CEU"
"2410","NA10859","CEU"
"2411","NA10860","CEU"
"2412","NA10861","CEU"
"2413","NA10863","CEU"
"2414","NA10864","CEU"
"2415","NA10865","CEU"
"2416","NA11829","CEU"
"2417","NA11830","CEU"
"2418","NA11831","CEU"
"2419","NA11832","CEU"
"2420","NA11839","CEU"
"2421","NA11840","CEU"
"2422","NA11843","CEU"
"2423","NA11881","CEU"
"2424","NA11882","CEU"
"2425","NA11891","CEU"
"2426","NA11892","CEU"
"2427","NA11893","CEU"
"2428","NA11894","CEU"
"2429","NA11917","CEU"
"2430","NA11918","CEU"
"2431","NA11919","CEU"
"2432","NA11920","CEU"
"2433","NA11930","CEU"
"2434","NA11931","CEU"
"2435","NA11932","CEU"
"2436","NA11933","CEU"
"2437","NA11992","CEU"
"2438","NA11993","CEU"
"2439","NA11994","CEU"
"2440","NA11995","CEU"
"2441","NA12003","CEU"
"2442","NA12004","CEU"
"2443","NA12005","CEU"
"2444","NA12006","CEU"
"2445","NA12043","CEU"
"2446","NA12044","CEU"
"2447","NA12045","CEU"
"2448","NA12046","CEU"
"2449","NA12056","CEU"
"2450","NA12057","CEU"
"2451","NA12058","CEU"
"2452","NA12144","CEU"
"2453","NA12145","CEU"
"2454","NA12146","CEU"
"2455","NA12154","CEU"
"2456","NA12155","CEU"
"2457","NA12156","CEU"
"2458","NA12234","CEU"
"2459","NA12239","CEU"
"2460","NA12248","CEU"
"2461","NA12249","CEU"
"2462","NA12264","CEU"
"2463","NA12272","CEU"
"2464","NA12273","CEU"
"2465","NA12274","CEU"
"2466","NA12275","CEU"
"2467","NA12282","CEU"
"2468","NA12283","CEU"
"2469","NA12286","CEU"
"2470","NA12287","CEU"
"2471","NA12329","CEU"
"2472","NA12335","CEU"
"2473","NA12336","CEU"
"2474","NA12340","CEU"
"2475","NA12341","CEU"
"2476","NA12342","CEU"
"2477","NA12343","CEU"
"2478","NA12344","CEU"
"2479","NA12347","CEU"
"2480","NA12348","CEU"
"2481","NA12375","CEU"
"2482","NA12376","CEU"
"2483","NA12383","CEU"
"2484","NA12386","CEU"
"2485","NA12399","CEU"
"2486","NA12400","CEU"
"2487","NA12413","CEU"
"2488","NA12414","CEU"
"2489","NA12485","CEU"
"2490","NA12489","CEU"
"2491","NA12546","CEU"
"2492","NA12707","CEU"
"2493","NA12708","CEU"
"2494","NA12716","CEU"
"2495","NA12717","CEU"
"2496","NA12718","CEU"
"2497","NA12739","CEU"
"2498","NA12740","CEU"
"2499","NA12748","CEU"
"2500","NA12749","CEU"
"2501","NA12750","CEU"
"2502","NA12751","CEU"
"2503","NA12752","CEU"
"2504","NA12753","CEU"
"2505","NA12760","CEU"
"2506","NA12761","CEU"
"2507","NA12762","CEU"
"2508","NA12763","CEU"
"2509","NA12766","CEU"
"2510","NA12767","CEU"
"2511","NA12775","CEU"
"2512","NA12776","CEU"
"2513","NA12777","CEU"
"2514","NA12778","CEU"
"2515","NA12801","CEU"
"2516","NA12802","CEU"
"2517","NA12812","CEU"
"2518","NA12813","CEU"
"2519","NA12814","CEU"
"2520","NA12815","CEU"
"2521","NA12817","CEU"
"2522","NA12818","CEU"
"2523","NA12827","CEU"
"2524","NA12828","CEU"
"2525","NA12829","CEU"
"2526","NA12830","CEU"
"2527","NA12832","CEU"
"2528","NA12842","CEU"
"2529","NA12843","CEU"
"2530","NA12864","CEU"
"2531","NA12865","CEU"
"2532","NA12872","CEU"
"2533","NA12873","CEU"
"2534","NA12874","CEU"
"2535","NA12875","CEU"
"2536","NA12877","CEU"
"2537","NA12878","CEU"
"2538","NA12889","CEU"
"2539","NA12890","CEU"
"2540","NA12891","CEU"
"2541","NA12892","CEU"
"2542","NA18484","YRI"
"2543","NA18485","YRI"
"2544","NA18486","YRI"
"2545","NA18487","YRI"
"2546","NA18488","YRI"
"2547","NA18489","YRI"
"2548","NA18497","YRI"
"2549","NA18498","YRI"
"2550","NA18499","YRI"
"2551","NA18500","YRI"
"2552","NA18501","YRI"
"2553","NA18502","YRI"
"2554","NA18503","YRI"
"2555","NA18504","YRI"
"2556","NA18505","YRI"
"2557","NA18506","YRI"
"2558","NA18507","YRI"
"2559","NA18508","YRI"
"2560","NA18509","YRI"
"2561","NA18510","YRI"
"2562","NA18511","YRI"
"2563","NA18515","YRI"
"2564","NA18516","YRI"
"2565","NA18517","YRI"
"2566","NA18518","YRI"
"2567","NA18519","YRI"
"2568","NA18520","YRI"
"2569","NA18521","YRI"
"2570","NA18522","YRI"
"2571","NA18523","YRI"
"2572","NA18525","CHB"
"2573","NA18526","CHB"
"2574","NA18527","CHB"
"2575","NA18528","CHB"
"2576","NA18530","CHB"
"2577","NA18531","CHB"
"2578","NA18532","CHB"
"2579","NA18533","CHB"
"2580","NA18534","CHB"
"2581","NA18535","CHB"
"2582","NA18536","CHB"
"2583","NA18537","CHB"
"2584","NA18538","CHB"
"2585","NA18539","CHB"
"2586","NA18541","CHB"
"2587","NA18542","CHB"
"2588","NA18543","CHB"
"2589","NA18544","CHB"
"2590","NA18545","CHB"
"2591","NA18546","CHB"
"2592","NA18547","CHB"
"2593","NA18548","CHB"
"2594","NA18549","CHB"
"2595","NA18550","CHB"
"2596","NA18552","CHB"
"2597","NA18553","CHB"
"2598","NA18555","CHB"
"2599","NA18557","CHB"
"2600","NA18558","CHB"
"2601","NA18559","CHB"
"2602","NA18560","CHB"
"2603","NA18561","CHB"
"2604","NA18562","CHB"
"2605","NA18563","CHB"
"2606","NA18564","CHB"
"2607","NA18565","CHB"
"2608","NA18566","CHB"
"2609","NA18567","CHB"
"2610","NA18570","CHB"
"2611","NA18571","CHB"
"2612","NA18572","CHB"
"2613","NA18573","CHB"
"2614","NA18574","CHB"
"2615","NA18576","CHB"
"2616","NA18577","CHB"
"2617","NA18579","CHB"
"2618","NA18582","CHB"
"2619","NA18591","CHB"
"2620","NA18592","CHB"
"2621","NA18593","CHB"
"2622","NA18595","CHB"
"2623","NA18596","CHB"
"2624","NA18597","CHB"
"2625","NA18599","CHB"
"2626","NA18602","CHB"
"2627","NA18603","CHB"
"2628","NA18605","CHB"
"2629","NA18606","CHB"
"2630","NA18608","CHB"
"2631","NA18609","CHB"
"2632","NA18610","CHB"
"2633","NA18611","CHB"
"2634","NA18612","CHB"
"2635","NA18613","CHB"
"2636","NA18614","CHB"
"2637","NA18615","CHB"
"2638","NA18616","CHB"
"2639","NA18617","CHB"
"2640","NA18618","CHB"
"2641","NA18619","CHB"
"2642","NA18620","CHB"
"2643","NA18621","CHB"
"2644","NA18622","CHB"
"2645","NA18623","CHB"
"2646","NA18624","CHB"
"2647","NA18625","CHB"
"2648","NA18626","CHB"
"2649","NA18627","CHB"
"2650","NA18628","CHB"
"2651","NA18629","CHB"
"2652","NA18630","CHB"
"2653","NA18631","CHB"
"2654","NA18632","CHB"
"2655","NA18633","CHB"
"2656","NA18634","CHB"
"2657","NA18635","CHB"
"2658","NA18636","CHB"
"2659","NA18637","CHB"
"2660","NA18638","CHB"
"2661","NA18639","CHB"
"2662","NA18640","CHB"
"2663","NA18641","CHB"
"2664","NA18642","CHB"
"2665","NA18643","CHB"
"2666","NA18644","CHB"
"2667","NA18645","CHB"
"2668","NA18646","CHB"
"2669","NA18647","CHB"
"2670","NA18648","CHB"
"2671","NA18740","CHB"
"2672","NA18745","CHB"
"2673","NA18747","CHB"
"2674","NA18748","CHB"
"2675","NA18749","CHB"
"2676","NA18757","CHB"
"2677","NA18791","CHB"
"2678","NA18794","CHB"
"2679","NA18795","CHB"
"2680","NA18852","YRI"
"2681","NA18853","YRI"
"2682","NA18854","YRI"
"2683","NA18855","YRI"
"2684","NA18856","YRI"
"2685","NA18857","YRI"
"2686","NA18858","YRI"
"2687","NA18859","YRI"
"2688","NA18860","YRI"
"2689","NA18861","YRI"
"2690","NA18862","YRI"
"2691","NA18863","YRI"
"2692","NA18864","YRI"
"2693","NA18865","YRI"
"2694","NA18867","YRI"
"2695","NA18868","YRI"
"2696","NA18869","YRI"
"2697","NA18870","YRI"
"2698","NA18871","YRI"
"2699","NA18872","YRI"
"2700","NA18873","YRI"
"2701","NA18874","YRI"
"2702","NA18875","YRI"
"2703","NA18876","YRI"
"2704","NA18877","YRI"
"2705","NA18878","YRI"
"2706","NA18879","YRI"
"2707","NA18881","YRI"
"2708","NA18906","YRI"
"2709","NA18907","YRI"
"2710","NA18908","YRI"
"2711","NA18909","YRI"
"2712","NA18910","YRI"
"2713","NA18911","YRI"
"2714","NA18912","YRI"
"2715","NA18913","YRI"
"2716","NA18914","YRI"
"2717","NA18915","YRI"
"2718","NA18916","YRI"
"2719","NA18917","YRI"
"2720","NA18923","YRI"
"2721","NA18924","YRI"
"2722","NA18925","YRI"
"2723","NA18930","YRI"
"2724","NA18933","YRI"
"2725","NA18934","YRI"
"2726","NA18935","YRI"
"2727","NA18939","JPT"
"2728","NA18940","JPT"
"2729","NA18941","JPT"
"2730","NA18942","JPT"
"2731","NA18943","JPT"
"2732","NA18944","JPT"
"2733","NA18945","JPT"
"2734","NA18946","JPT"
"2735","NA18947","JPT"
"2736","NA18948","JPT"
"2737","NA18949","JPT"
"2738","NA18950","JPT"
"2739","NA18951","JPT"
"2740","NA18952","JPT"
"2741","NA18953","JPT"
"2742","NA18954","JPT"
"2743","NA18955","JPT"
"2744","NA18956","JPT"
"2745","NA18957","JPT"
"2746","NA18959","JPT"
"2747","NA18960","JPT"
"2748","NA18961","JPT"
"2749","NA18962","JPT"
"2750","NA18963","JPT"
"2751","NA18964","JPT"
"2752","NA18965","JPT"
"2753","NA18966","JPT"
"2754","NA18967","JPT"
"2755","NA18968","JPT"
"2756","NA18969","JPT"
"2757","NA18970","JPT"
"2758","NA18971","JPT"
"2759","NA18972","JPT"
"2760","NA18973","JPT"
"2761","NA18974","JPT"
"2762","NA18975","JPT"
"2763","NA18976","JPT"
"2764","NA18977","JPT"
"2765","NA18978","JPT"
"2766","NA18979","JPT"
"2767","NA18980","JPT"
"2768","NA18981","JPT"
"2769","NA18982","JPT"
"2770","NA18983","JPT"
"2771","NA18984","JPT"
"2772","NA18985","JPT"
"2773","NA18986","JPT"
"2774","NA18987","JPT"
"2775","NA18988","JPT"
"2776","NA18989","JPT"
"2777","NA18990","JPT"
"2778","NA18991","JPT"
"2779","NA18992","JPT"
"2780","NA18993","JPT"
"2781","NA18994","JPT"
"2782","NA18995","JPT"
"2783","NA18997","JPT"
"2784","NA18998","JPT"
"2785","NA18999","JPT"
"2786","NA19000","JPT"
"2787","NA19001","JPT"
"2788","NA19002","JPT"
"2789","NA19003","JPT"
"2790","NA19004","JPT"
"2791","NA19005","JPT"
"2792","NA19006","JPT"
"2793","NA19007","JPT"
"2794","NA19009","JPT"
"2795","NA19010","JPT"
"2796","NA19011","JPT"
"2797","NA19012","JPT"
"2798","NA19017","LWK"
"2799","NA19019","LWK"
"2800","NA19020","LWK"
"2801","NA19023","LWK"
"2802","NA19024","LWK"
"2803","NA19025","LWK"
"2804","NA19026","LWK"
"2805","NA19027","LWK"
"2806","NA19028","LWK"
"2807","NA19030","LWK"
"2808","NA19031","LWK"
"2809","NA19035","LWK"
"2810","NA19036","LWK"
"2811","NA19037","LWK"
"2812","NA19038","LWK"
"2813","NA19041","LWK"
"2814","NA19042","LWK"
"2815","NA19043","LWK"
"2816","NA19044","LWK"
"2817","NA19046","LWK"
"2818","NA19054","JPT"
"2819","NA19055","JPT"
"2820","NA19056","JPT"
"2821","NA19057","JPT"
"2822","NA19058","JPT"
"2823","NA19059","JPT"
"2824","NA19060","JPT"
"2825","NA19062","JPT"
"2826","NA19063","JPT"
"2827","NA19064","JPT"
"2828","NA19065","JPT"
"2829","NA19066","JPT"
"2830","NA19067","JPT"
"2831","NA19068","JPT"
"2832","NA19070","JPT"
"2833","NA19072","JPT"
"2834","NA19074","JPT"
"2835","NA19075","JPT"
"2836","NA19076","JPT"
"2837","NA19077","JPT"
"2838","NA19078","JPT"
"2839","NA19079","JPT"
"2840","NA19080","JPT"
"2841","NA19081","JPT"
"2842","NA19082","JPT"
"2843","NA19083","JPT"
"2844","NA19084","JPT"
"2845","NA19085","JPT"
"2846","NA19086","JPT"
"2847","NA19087","JPT"
"2848","NA19088","JPT"
"2849","NA19089","JPT"
"2850","NA19090","JPT"
"2851","NA19091","JPT"
"2852","NA19092","YRI"
"2853","NA19093","YRI"
"2854","NA19094","YRI"
"2855","NA19095","YRI"
"2856","NA19096","YRI"
"2857","NA19097","YRI"
"2858","NA19098","YRI"
"2859","NA19099","YRI"
"2860","NA19100","YRI"
"2861","NA19101","YRI"
"2862","NA19102","YRI"
"2863","NA19103","YRI"
"2864","NA19104","YRI"
"2865","NA19105","YRI"
"2866","NA19107","YRI"
"2867","NA19108","YRI"
"2868","NA19109","YRI"
"2869","NA19113","YRI"
"2870","NA19114","YRI"
"2871","NA19115","YRI"
"2872","NA19116","YRI"
"2873","NA19117","YRI"
"2874","NA19118","YRI"
"2875","NA19119","YRI"
"2876","NA19120","YRI"
"2877","NA19121","YRI"
"2878","NA19122","YRI"
"2879","NA19123","YRI"
"2880","NA19127","YRI"
"2881","NA19128","YRI"
"2882","NA19129","YRI"
"2883","NA19130","YRI"
"2884","NA19131","YRI"
"2885","NA19132","YRI"
"2886","NA19137","YRI"
"2887","NA19138","YRI"
"2888","NA19139","YRI"
"2889","NA19140","YRI"
"2890","NA19141","YRI"
"2891","NA19142","YRI"
"2892","NA19143","YRI"
"2893","NA19144","YRI"
"2894","NA19145","YRI"
"2895","NA19146","YRI"
"2896","NA19147","YRI"
"2897","NA19148","YRI"
"2898","NA19149","YRI"
"2899","NA19150","YRI"
"2900","NA19151","YRI"
"2901","NA19152","YRI"
"2902","NA19153","YRI"
"2903","NA19154","YRI"
"2904","NA19159","YRI"
"2905","NA19160","YRI"
"2906","NA19161","YRI"
"2907","NA19166","YRI"
"2908","NA19171","YRI"
"2909","NA19172","YRI"
"2910","NA19173","YRI"
"2911","NA19174","YRI"
"2912","NA19175","YRI"
"2913","NA19176","YRI"
"2914","NA19177","YRI"
"2915","NA19184","YRI"
"2916","NA19185","YRI"
"2917","NA19186","YRI"
"2918","NA19189","YRI"
"2919","NA19190","YRI"
"2920","NA19191","YRI"
"2921","NA19195","YRI"
"2922","NA19196","YRI"
"2923","NA19197","YRI"
"2924","NA19198","YRI"
"2925","NA19199","YRI"
"2926","NA19200","YRI"
"2927","NA19201","YRI"
"2928","NA19202","YRI"
"2929","NA19203","YRI"
"2930","NA19204","YRI"
"2931","NA19205","YRI"
"2932","NA19206","YRI"
"2933","NA19207","YRI"
"2934","NA19208","YRI"
"2935","NA19209","YRI"
"2936","NA19210","YRI"
"2937","NA19211","YRI"
"2938","NA19213","YRI"
"2939","NA19214","YRI"
"2940","NA19215","YRI"
"2941","NA19221","YRI"
"2942","NA19222","YRI"
"2943","NA19223","YRI"
"2944","NA19224","YRI"
"2945","NA19225","YRI"
"2946","NA19226","YRI"
"2947","NA19235","YRI"
"2948","NA19236","YRI"
"2949","NA19237","YRI"
"2950","NA19238","YRI"
"2951","NA19239","YRI"
"2952","NA19240","YRI"
"2953","NA19247","YRI"
"2954","NA19248","YRI"
"2955","NA19249","YRI"
"2956","NA19252","YRI"
"2957","NA19254","YRI"
"2958","NA19256","YRI"
"2959","NA19257","YRI"
"2960","NA19258","YRI"
"2961","NA19307","LWK"
"2962","NA19308","LWK"
"2963","NA19309","LWK"
"2964","NA19310","LWK"
"2965","NA19311","LWK"
"2966","NA19312","LWK"
"2967","NA19313","LWK"
"2968","NA19314","LWK"
"2969","NA19315","LWK"
"2970","NA19316","LWK"
"2971","NA19317","LWK"
"2972","NA19318","LWK"
"2973","NA19319","LWK"
"2974","NA19320","LWK"
"2975","NA19321","LWK"
"2976","NA19323","LWK"
"2977","NA19324","LWK"
"2978","NA19327","LWK"
"2979","NA19328","LWK"
"2980","NA19331","LWK"
"2981","NA19332","LWK"
"2982","NA19334","LWK"
"2983","NA19338","LWK"
"2984","NA19346","LWK"
"2985","NA19347","LWK"
"2986","NA19350","LWK"
"2987","NA19351","LWK"
"2988","NA19352","LWK"
"2989","NA19355","LWK"
"2990","NA19359","LWK"
"2991","NA19360","LWK"
"2992","NA19371","LWK"
"2993","NA19372","LWK"
"2994","NA19373","LWK"
"2995","NA19374","LWK"
"2996","NA19375","LWK"
"2997","NA19376","LWK"
"2998","NA19377","LWK"
"2999","NA19378","LWK"
"3000","NA19379","LWK"
"3001","NA19380","LWK"
"3002","NA19381","LWK"
"3003","NA19382","LWK"
"3004","NA19383","LWK"
"3005","NA19384","LWK"
"3006","NA19385","LWK"
"3007","NA19390","LWK"
"3008","NA19391","LWK"
"3009","NA19393","LWK"
"3010","NA19394","LWK"
"3011","NA19395","LWK"
"3012","NA19396","LWK"
"3013","NA19397","LWK"
"3014","NA19398","LWK"
"3015","NA19399","LWK"
"3016","NA19401","LWK"
"3017","NA19403","LWK"
"3018","NA19404","LWK"
"3019","NA19428","LWK"
"3020","NA19429","LWK"
"3021","NA19430","LWK"
"3022","NA19431","LWK"
"3023","NA19432","LWK"
"3024","NA19434","LWK"
"3025","NA19435","LWK"
"3026","NA19436","LWK"
"3027","NA19437","LWK"
"3028","NA19438","LWK"
"3029","NA19439","LWK"
"3030","NA19440","LWK"
"3031","NA19443","LWK"
"3032","NA19444","LWK"
"3033","NA19445","LWK"
"3034","NA19446","LWK"
"3035","NA19448","LWK"
"3036","NA19449","LWK"
"3037","NA19451","LWK"
"3038","NA19452","LWK"
"3039","NA19453","LWK"
"3040","NA19454","LWK"
"3041","NA19455","LWK"
"3042","NA19456","LWK"
"3043","NA19457","LWK"
"3044","NA19461","LWK"
"3045","NA19462","LWK"
"3046","NA19463","LWK"
"3047","NA19466","LWK"
"3048","NA19467","LWK"
"3049","NA19468","LWK"
"3050","NA19469","LWK"
"3051","NA19470","LWK"
"3052","NA19471","LWK"
"3053","NA19472","LWK"
"3054","NA19473","LWK"
"3055","NA19474","LWK"
"3056","NA19475","LWK"
"3057","NA19625","ASW"
"3058","NA19648","MXL"
"3059","NA19649","MXL"
"3060","NA19650","MXL"
"3061","NA19651","MXL"
"3062","NA19652","MXL"
"3063","NA19653","MXL"
"3064","NA19654","MXL"
"3065","NA19655","MXL"
"3066","NA19656","MXL"
"3067","NA19657","MXL"
"3068","NA19658","MXL"
"3069","NA19659","MXL"
"3070","NA19660","MXL"
"3071","NA19661","MXL"
"3072","NA19662","MXL"
"3073","NA19663","MXL"
"3074","NA19664","MXL"
"3075","NA19665","MXL"
